index,sensorId,force,timestamp,date,event
49,2,0.11849323511123655,1762720891597,2025-11-09T14:41:31.597000,0.0
50,1,0.09451901912689209,1762720891796,2025-11-09T14:41:31.796000,0.0
51,2,0.11866179704666135,1762720891796,2025-11-09T14:41:31.796000,0.0
52,1,0.09433376789093018,1762720891897,2025-11-09T14:41:31.897000,0.0
53,2,0.11793020963668821,1762720891897,2025-11-09T14:41:31.897000,0.0
54,1,0.09504127502441406,1762720892017,2025-11-09T14:41:32.017000,0.0
55,2,0.11769077777862547,1762720892017,2025-11-09T14:41:32.017000,0.0
56,1,0.09744763374328613,1762720892136,2025-11-09T14:41:32.136000,0.0
57,2,0.1181642174720764,1762720892136,2025-11-09T14:41:32.136000,0.0
58,1,0.09709930419921875,1762720892258,2025-11-09T14:41:32.258000,0.0
59,2,0.11816582679748533,1762720892258,2025-11-09T14:41:32.258000,0.0
60,1,0.09684896469116211,1762720892376,2025-11-09T14:41:32.376000,0.0
61,2,0.11716649532318113,1762720892376,2025-11-09T14:41:32.376000,0.0
62,1,0.09924280643463135,1762720892497,2025-11-09T14:41:32.497000,0.0
63,2,0.11716423034667967,1762720892497,2025-11-09T14:41:32.497000,0.0
64,1,0.09790992736816406,1762720892626,2025-11-09T14:41:32.626000,0.0
65,2,0.11684874296188352,1762720892626,2025-11-09T14:41:32.626000,0.0
66,1,0.09910809993743896,1762720892736,2025-11-09T14:41:32.736000,0.0
67,2,0.11884001493453977,1762720892736,2025-11-09T14:41:32.736000,0.0
68,1,0.09919846057891846,1762720892856,2025-11-09T14:41:32.856000,0.0
69,2,0.11958614587783811,1762720892856,2025-11-09T14:41:32.856000,0.0
70,1,0.10000324249267578,1762720892976,2025-11-09T14:41:32.976000,0.0
71,2,0.11914006471633909,1762720892976,2025-11-09T14:41:32.976000,0.0
72,1,0.09914577007293701,1762720893097,2025-11-09T14:41:33.097000,0.0
73,2,0.1192986726760864,1762720893097,2025-11-09T14:41:33.097000,0.0
74,1,0.09852194786071777,1762720893218,2025-11-09T14:41:33.218000,0.0
75,2,0.1180929899215698,1762720893218,2025-11-09T14:41:33.218000,0.0
76,1,0.09676969051361084,1762720893336,2025-11-09T14:41:33.336000,0.0
77,2,0.11617562770843504,1762720893336,2025-11-09T14:41:33.336000,0.0
78,1,0.10087013244628906,1762720893456,2025-11-09T14:41:33.456000,0.0
79,2,0.1166119337081909,1762720893456,2025-11-09T14:41:33.456000,0.0
80,1,0.10090208053588867,1762720893577,2025-11-09T14:41:33.577000,0.0
81,2,0.11711976528167722,1762720893577,2025-11-09T14:41:33.577000,0.0
82,1,0.09973788261413574,1762720893697,2025-11-09T14:41:33.697000,0.0
83,2,0.11896411180496214,1762720893697,2025-11-09T14:41:33.697000,0.0
84,1,0.10151779651641846,1762720893843,2025-11-09T14:41:33.843000,0.0
85,2,0.12044993638992307,1762720893843,2025-11-09T14:41:33.843000,0.0
86,1,0.1019676923751831,1762720893937,2025-11-09T14:41:33.937000,0.0
87,2,0.1221087336540222,1762720893937,2025-11-09T14:41:33.937000,0.0
88,1,0.10159265995025635,1762720894057,2025-11-09T14:41:34.057000,0.0
89,2,0.1215942859649658,1762720894057,2025-11-09T14:41:34.057000,0.0
90,1,0.10182762145996094,1762720894177,2025-11-09T14:41:34.177000,0.0
91,2,0.11978570222854612,1762720894177,2025-11-09T14:41:34.177000,0.0
92,1,0.10001206398010254,1762720894297,2025-11-09T14:41:34.297000,0.0
93,2,0.11844847202301023,1762720894297,2025-11-09T14:41:34.297000,0.0
94,1,0.09958899021148682,1762720894417,2025-11-09T14:41:34.417000,0.0
95,2,0.1184751749038696,1762720894417,2025-11-09T14:41:34.417000,0.0
96,1,0.09954380989074707,1762720894536,2025-11-09T14:41:34.536000,0.0
97,2,0.11925450563430784,1762720894536,2025-11-09T14:41:34.536000,0.0
98,1,0.09847521781921387,1762720894658,2025-11-09T14:41:34.658000,0.0
99,2,0.11948660612106321,1762720894658,2025-11-09T14:41:34.658000,0.0
100,1,0.09980010986328125,1762720894776,2025-11-09T14:41:34.776000,0.0
101,2,0.11993232965469358,1762720894776,2025-11-09T14:41:34.776000,0.0
102,1,0.09781289100646973,1762720894899,2025-11-09T14:41:34.899000,0.0
103,2,0.11939696073532102,1762720894899,2025-11-09T14:41:34.899000,0.0
104,1,0.09849536418914795,1762720895079,2025-11-09T14:41:35.079000,0.0
105,2,0.1177420377731323,1762720895079,2025-11-09T14:41:35.079000,0.0
106,1,0.09968304634094238,1762720895198,2025-11-09T14:41:35.198000,0.0
107,2,0.11839852333068845,1762720895198,2025-11-09T14:41:35.198000,0.0
108,1,0.09925401210784912,1762720895316,2025-11-09T14:41:35.316000,0.0
109,2,0.11920002698898313,1762720895316,2025-11-09T14:41:35.316000,0.0
110,1,0.09821450710296631,1762720895449,2025-11-09T14:41:35.449000,0.0
111,2,0.1203883647918701,1762720895449,2025-11-09T14:41:35.449000,0.0
112,1,0.0965733528137207,1762720895617,2025-11-09T14:41:35.617000,0.0
113,2,0.11976537704467771,1762720895617,2025-11-09T14:41:35.617000,0.0
